stt,text,label
105,"Tôi vừa bước ra khỏi phòng khi trời đang râm ráo, chuẩn bị đi làm, thì thấy trời đột ngột đổi mưa lớn. Tôi ngạc nhiên khi nhìn thấy những giọt nước ồ ạt trút xuống từ trên cao, tạo nên những dòng chảy lớn trên đường. Tôi vội vàng tìm kiếm ô và đội mũ bảo hiểm, nhưng vẫn cảm thấy không thể tin nổi vào tầm nhìn này. Trên đường đến công ty, tôi nhìn thấy nhiều người khác cũng như tôi đang cố gắng tìm cách che chắn và di chuyển nhanh chóng. Những chiếc ô đang được sử dụng như lá chắn để chống lại những giọt nước lớn. Tôi chỉ có thể đứng đó, ngỡ ngàng trước tầm nhìn này, và cố gắng tận hưởng khoảnh khắc này một cách ngắn gọn.",Other
106,"Sáng nay, tôi phát hiện ra một tài khoản giả mạo của mình đã đăng tải những dòng trạng thái cực kỳ ác ý, xuyên tạc hoàn toàn hình ảnh và tư tưởng của tôi. Tôi hoang mang không biết ai làm, nhưng cảm giác như bị đánh tráo danh tính, bị xâm phạm riêng tư. Những comment độc hại dần lan rộng, khiến tôi không dám mở điện thoại. Tôi cố gắng kiểm tra từng thông tin, từng bài đăng, nhưng mỗi lần thấy một điều đáng sợ hơn, tim đập thình thịch, đầu óc rối bời. Tôi sợ rằng điều này sẽ ảnh hưởng đến cuộc sống thật của tôi, sợ rằng mọi người sẽ hiểu sai, xa cách.",Fear
107,"Tôi ngồi trong phòng, nhìn quanh căn phòng nhỏ mà chúng tôi đã sống cùng nhau được nhiều năm nay. Tôi nhớ ngày nào chúng tôi vẫn tranh cãi về tiền bạc, nhưng cuối cùng vẫn luôn tìm được cách giải quyết chung. Hôm nay, tôi nhận được tin từ ngân hàng rằng chúng tôi đã bị từ chối khoản vay mà chúng tôi đã đề xuất. Tôi cảm thấy rất thất vọng và buồn bã khi nghĩ về tương lai của chúng tôi.

Tôi nhớ lại những lúc chúng tôi vẫn chưa có con, chỉ có mình hai người, vẫn còn có thể dễ dàng xoay sở tài chính. Bây giờ, chúng tôi đã có một đứa con nhỏ, nhưng tôi vẫn hy vọng chúng tôi sẽ có thể xây dựng được một cuộc sống tốt đẹp hơn. Nhưng hiện tại, nó không còn là điều có thể thực hiện được.

Tôi biết tôi không thể thay đổi được tình hình này, nhưng tôi không thể giúp mình ngừng nghĩ về tương lai mà chúng tôi sẽ có. Tôi chỉ mong muốn chúng tôi có thể vượt qua được khó khăn này và tiếp tục xây dựng cuộc sống tốt đẹp hơn.",Sadness
108,"Chiều nay tôi nhận được tin nhắn từ ngân hàng rằng tài khoản của mình có thêm 5 triệu đồng, không phải vì làm giàu, mà vì tôi đã rút toàn bộ tiền tiết kiệm để mua một cái máy giặt mới. Tưởng sẽ lo lắng, nhưng hóa ra tôi thấy rất thích thú khi thấy số tiền giảm dần, giống như đang chơi game săn boss. Mua máy giặt xong, tôi còn đi ăn kem với mẹ, ai dè lúc đó trời nắng quá, mẹ nói “thôi đi, cái gì cũng không cần”, nhưng tôi vẫn ăn hết cái kem cuối cùng. Ngày hôm nay, tôi thấy mình như một người chơi đang thắng lớn, dù chỉ là trong một trò chơi nhỏ.",Enjoyment
109,"Hôm nay là một ngày tuyệt vời, trời nắng ấm, gió nhẹ thổi qua lá cây. Tôi vừa ra ngoài sân sau bữa sáng và thấy những hoa dại nở rộ bên bờ tường nhà tôi. Tôi không thể quên những lần đi chợ cùng mẹ khi còn nhỏ, bà tôi luôn mua những bó hoa dại tươi ngon về làm quà. Những bó hoa này mang lại cho tôi nhiều kỷ niệm đẹp và cảm giác hạnh phúc. Tôi quyết định cắt vài bó hoa về trưng trong nhà, để nhớ lại những ngày tháng tươi đẹp đó.",Enjoyment
110,"Ngày hôm nay thật sự khiến tôi khó chịu đến mức không thể chịu đựng được. Bữa sáng tôi đã dành cả buổi để ôn tập cho kỳ thi sắp tới, từng chút từng giờ đều rất nghiêm túc. Nhưng đến khi đi học, tôi phát hiện ra một số bạn trong lớp đã cố ý làm lộ đề thi trước đó. Họ không chỉ không giữ kín mà còn còn cười cợt, khoe khoang như thể đó là một trò chơi vui. Tôi cảm thấy lòng mình nóng lên, không biết nên nói gì, chỉ biết im lặng và chìm vào sự tức giận. Việc họ làm không chỉ phá hỏng công sức của những người khác mà còn khiến tôi mất niềm tin vào chính môi trường học tập này. Tôi sẽ không im lặng, dù có khó khăn đến đâu.",Anger
111,"Chiều nay, anh nhắn tin hỏi thăm sau nhiều ngày im lặng. Tôi đã đọc, nhưng không trả lời. Không phải vì giận, mà vì chưa biết nên bắt đầu từ đâu.",Other
112,"Chiều nay đi làm về, thấy một cái bồn rác ngay góc đường bị đổ sình lầy, người ta xả rác đầy ắp, thậm chí còn có xác động vật bị bỏ rơi. Tôi đứng lặng, tay run run, không dám bước gần, chỉ nhăn mặt nhìn, lòng chẳng biết vì cái gì mà cứ nôn nao, khó chịu đến mức muốn quay lưng chạy ngay.",Disgust
113,"Hôm nay tôi bất ngờ không ngờ đến khi mẹ bảo tôi vào phòng xem bức tranh mới được vẽ. Tôi vẫn còn nhớ lúc nào mẹ cũng làm những bức tranh đẹp, nhưng lần này cô ấy làm gì đó thật đặc biệt. Bức tranh là hình ảnh gia đình chúng tôi, nhưng không giống như tôi tưởng tượng. Mẹ đã vẽ cả cái sân sau nhà, nơi chúng tôi thường tổ chức những bữa tiệc nhỏ. Tôi ngạc nhiên vì không biết mẹ nhớ đến những khoảnh khắc đó. Tôi chưa từng thấy bức tranh nào của mẹ mà lại đẹp như vậy. Tôi chỉ có thể ngơ ngác, nhìn vào bức tranh và không biết nói gì.",Surprise
114,"Cô ấy nhắn tin xin lỗi rồi biến mất, tôi ngồi im lặng nhìn điện thoại, lòng chẳng còn chút hy vọng nào nữa.",Sadness
115,"Tôi vừa nhận được thông báo rằng công ty sẽ tổ chức kiểm tra an toàn lao động vào sáng mai. Tôi lo lắng khi nghĩ về những việc phải làm để chuẩn bị cho cuộc kiểm tra, cũng như sợ rằng chúng tôi sẽ không đáp ứng được các yêu cầu an toàn. Tôi đã dành cả đêm để xem xét lại quy trình và đảm bảo rằng mọi thứ đều đúng theo quy định.",Fear
116,"Chiều nay mưa to gió lớn, lá cây lay động như run rẩy. Tôi đứng bên cửa sổ, tim đập thình thịch, sợ rằng cơn bão sẽ cuốn theo cả mái nhà.",Fear
117,"Ngày hôm nay, tôi để chiếc cốc sứ cũ của mẹ lên bàn, rồi lặng lẽ nhìn nó mà không dám chạm nữa. Những vết nứt nhỏ như những lời nhắc nhở về khoảng cách không ai nói ra.",Sadness
118,"Hôm nay đi học thấy bạn ngồi bên cạnh cười rạng rỡ, mình cũng không biết vì sao nhưng cứ thấy vui bất ngờ. Cả ngày như được trút bỏ cái nặng nề nào đó, nhẹ nhàng quá trời.",Enjoyment
119,"Mình vừa chứng kiến một chuyện kinh dị ở phòng thi. Có đứa bạn ngồi bên cạnh bị trượt đề, toàn làm sai cả, còn ngả người ra sau, tay chống cằm, mặt nhăn nhó như đang ăn gì đó rất khó chịu. Mình tưởng họ bị ngộ độc, nhưng hóa ra là đang ngửi mùi nước mắm từ cái bịch rau muối trong túi vải. Mình muốn chạy đi mà không dám, cứ nhìn cái mùi đó mà buồn nôn. Không biết ai mang theo cái thứ ấy vào phòng thi, thật sự là vô cùng bẩn thỉu. Mình thấy mình có thể sống sót được nếu không phải ngồi gần cái mùi đó.",Disgust
120,"Chiều nay đi chơi với bạn, thấy nó cầm một cái bánh mì rán vứt trùm cả bơ và nước sốt lên tay mình. Mình cố nhét vào túi, nhưng mùi dầu mỡ và mùi cặn bẩn thỉu vẫn bám chặt. Không hiểu vì sao nó lại làm như vậy, nhưng mình thấy thật khó chịu, như ăn phải thứ gì đó vô cùng ô uế.",Disgust
121,"Mấy hôm trước đi khám sức khỏe, bác sĩ bảo tôi bị viêm gan B, nghe xong tôi tức chết. Mới 16 mà đã bị bệnh như thế, ai ngờ bố mẹ lại để tôi nhiễm virus này. Họ toàn nói không sao, không cần lo, nhưng giờ thì tôi phải uống thuốc cả ngày, ăn uống cực kỳ khắt khe. Thật sự tôi rất giận vì không ai bảo vệ tôi, không ai quan tâm đến sức khỏe của mình. Mỗi lần nhìn vào kết quả xét nghiệm là lại thấy ghét cái cuộc sống này. Tại sao lại phải chịu đựng những thứ không đáng có?",Anger
122,"Hôm nay, tôi vừa nhận được kết quả thi cử và rất bất ngờ khi biết rằng tôi đã bị trừ điểm vì một lỗi nhỏ mà tôi không hề biết đến. Tôi đã dành cả ngày để ôn luyện và chuẩn bị kỹ lưỡng cho kỳ thi này, nhưng ngay sau khi tôi hoàn thành bài kiểm tra, tôi mới phát hiện ra lỗi đó. Tôi không hiểu tại sao giáo viên lại không thông báo cho chúng tôi về lỗi đó trước đây. Điều này thật sự không công bằng và khiến tôi rất giận. Tôi sẽ phải đi học thêm để làm bài kiểm tra lại, và tất cả thời gian và công sức của tôi đều không được công nhận.",Anger
123,"Mình vừa phát hiện ra một khoản tiền mình đã gửi vào ví điện tử bị rút trộm, mà không biết ai làm. Mở app lên, thấy số dư giảm mất vài trăm nghìn, lòng mình rùng rợn muốn ói. Mình kiểm tra lại lịch giao dịch, toàn những giao dịch nhỏ nhặt, kiểu như mua đồ ăn vặt, mua sim card, rồi cả mấy cái app không quen. Mình thấy ghê tởm quá, tưởng mình đã cẩn thận nhưng hóa ra vẫn bị lừa. Mình còn nhớ rõ mình đã khóa tài khoản, nhưng không hiểu sao người ta vẫn tiếp cận được. Mình ngồi đây mà nghe cái tin nhắn xác nhận thanh toán, mình thấy như đang nghe một thứ gì đó thật sự bẩn thỉu.",Disgust
124,"Chiều nay phát hiện một status của ai đó chia sẻ hình ảnh con mèo đang nằm ngủ giữa đống sách vở, kèm caption ""Con mèo này có vẻ đang mơ thấy mình đang học tập"". Tôi đã mất 3 phút để kiểm tra xem liệu ai đã chụp ảnh con mèo đó, và kết quả là... không ai cả. Người đăng là một bạn đồng nghiệp, nhưng tôi không hiểu tại sao lại chọn hình ảnh đó. Đúng là không có gì đáng ngại, nhưng tôi vẫn cảm thấy rất khó chịu khi thấy mọi thứ cứ được biến tấu thành những thứ vô lý và ngớ ngẩn. Thật sự, tôi chỉ muốn nói với họ rằng: ""Anh không cần phải tạo ra những thứ kỳ quặc như thế để làm gì?",Disgust
125,"Ngày hôm nay, tôi đã đọc được một tin tức rất đáng lo ngại trên mạng xã hội. Một ứng dụng nổi tiếng đã bị hack, và thông tin cá nhân của hàng triệu người dùng đã bị lộ ra ngoài. Tôi không thể nào quên được những lần tôi đã chia sẻ thông tin cá nhân của mình trên ứng dụng đó, và bây giờ tôi lo lắng rằng những thông tin ấy sẽ bị ai đó sử dụng để gây hại cho tôi.

Tôi không biết làm thế nào để bảo vệ bản thân khỏi những rủi ro này. Tôi đã cố gắng tìm kiếm thông tin về cách xử lý tình huống này, nhưng mọi thứ dường như quá phức tạp và khó hiểu. Tôi chỉ biết rằng tôi cần phải cẩn thận hơn khi sử dụng mạng xã hội, và phải xem xét kỹ lưỡng những thông tin tôi chia sẻ.

Tôi đang chờ đợi thông báo từ ứng dụng về cách họ sẽ xử lý tình huống này. Tôi hy vọng rằng họ sẽ có biện pháp khắc phục tốt và giúp tôi cảm thấy an toàn hơn.",Fear
126,"Chiều nay, tôi nhận được tin nhắn từ giáo viên rằng điểm thi thử môn Toán đã được công bố. Tôi mở bảng điểm ra, mắt không rời khỏi con số 8,5 – một mức điểm tôi chưa từng đạt qua bất kỳ lần nào. Sáng nay tôi còn lo lắng vì đề hơi khó, nhưng giờ đây, lòng tôi bỗng nhiên trào dâng một loại cảm giác không tên, như có thứ gì đó bất ngờ đang diễn ra ngoài dự kiến.",Surprise
127,"Chiều nay mở ví ra đếm tiền, phát hiện có vài tờ bạc bị dính cặn bẩn, màu vàng óng như đã ngâm trong hóa chất. Nhìn thấy liền nhếch mũi, tặc lưỡi rồi bỏ vào túi rác. Không ngờ một đồng tiền sạch sẽ cũng có thể trở thành thứ gây khó chịu đến thế.",Disgust
128,"Hôm nay là ngày cuối cùng của tháng sáu, nhưng tôi vẫn còn một khoản nợ tiền thuê nhà chưa thanh toán được. Mặc dù tôi đã cố gắng tìm kiếm các cơ hội việc làm mới để tăng thu nhập và giảm chi phí sinh hoạt, nhưng vẫn chưa thể vượt qua khó khăn này. Tôi đã phải cắt giảm rất nhiều chi phí nhỏ, từ việc không mua cà phê mỗi sáng đến việc không xem phim trong rạp. Mỗi khi nhìn thấy đồng tiền trong túi, tôi lại cảm thấy nặng nề vì nghĩ về những gì tôi phải hy sinh để có thể trả nợ. Tôi không thể quên được cảm giác xấu hổ khi phải đối mặt với chủ nhà và xin gia hạn deadline trả nợ lần nữa. Tôi biết rằng tôi không thể tiếp tục sống trong trạng thái này mãi mãi, nhưng tôi cũng không biết cách nào để thoát khỏi nó.",Sadness
129,"Ngày hôm qua mưa to quá, mình tưởng trời mưa đến cả tháng. Nhưng sáng nay dậy thì trời đã nắng rực rỡ, không một đám mây. Mình còn tưởng mình đang mơ, chạy ra cửa ngắm nắng, cười mà không hiểu sao lại thấy hớn hở. Mưa thật sự làm mình ngỡ ngàng, như được rửa trôi mọi chuyện.",Enjoyment
130,"Ngày hôm nay, trời mưa to bất ngờ giữa trưa, tôi đang ngồi làm việc thì bỗng thấy những giọt mưa rơi rào rào như thể mùa đông đã trễ hẹn, khiến tôi ngỡ ngàng và phải gấp rút che chiếc áo mưa nhỏ.",Other
131,"Ngày hôm nay, tôi vẫn chưa thể quên được hình ảnh anh ta khi rời đi. Tình yêu của chúng tôi đã trở nên hời hợt kể từ khi anh ấy bắt đầu gắn bó với bạn gái mới. Tôi nhớ khi chúng tôi còn ở bên nhau, mọi thứ đều trôi chảy suôn sẻ, nhưng rồi anh ấy đã thay đổi. Tôi không thể hiểu tại sao anh ấy lại không thể yêu tôi mãi mãi. Mỗi lần thấy anh ấy nói chuyện với người khác, tôi lại tự hỏi liệu có ai trong số họ biết được tình yêu của chúng tôi từng là gì không? Tôi cảm thấy như đang sống trong một giấc mơ mà khi tỉnh dậy, toàn bộ đều biến mất. Tôi không thể giúp anh ấy quên đi quá khứ, nhưng tôi hy vọng anh ấy sẽ biết ơn những ngày tháng chúng tôi cùng nhau trải qua.",Sadness
132,"Ngày hôm nay thật đáng nhớ. Tôi đã được mẹ nấu một món canh cua rất ngon, mùi thơm lựng lựng lan tỏa trong không gian bếp. Không phải món gì đặc biệt, nhưng cách mẹ nấu chậm rãi, cẩn thận từng chút một khiến tôi thấy lòng ấm áp. Tôi ngồi bên cạnh, quan sát từng động tác của mẹ, cảm nhận hơi ấm từ nồi canh, từ đôi tay mẹ. Tôi không nói gì, chỉ lặng lẽ nhâm nhi từng thìa canh, lòng đầy đủ, như được trao tặng một niềm vui giản dị mà chân thành.",Enjoyment
133,"Hôm nay tôi được giao nhiệm vụ thực hiện dự án mới tại công ty, và tôi thật sự rất tự hào vì mình đã được chọn làm trưởng nhóm. Tôi nhớ khi mới vào làm, tôi luôn nghĩ rằng mình không đủ năng lực để đảm nhận vai trò như vậy, nhưng bây giờ tôi thấy mình đã có thể làm được. Đôi khi tôi tự hỏi mình làm thế nào có thể thay đổi như vậy, nhưng có lẽ chỉ có thể nói là kinh nghiệm và thời gian giúp tôi trở nên tự tin hơn.",Enjoyment
134,"Chiều nay đi làm về, tôi thấy một đồng nghiệp nhổ trăng trề rồi cắn nuốt, miệng còn cười toe toét. Tôi nghe rõ tiếng răng cắn vào chất lỏng dính đặc, mùi hôi tanh nồng nặc lan ra cả phòng. Tôi rùng mình, vội vàng quay mặt đi, lòng đầy uất nghẹn. Không thể hiểu tại sao con người lại có thể làm điều ấy mà vẫn tự tin như chẳng sao.",Disgust
135,"Tôi vẫn chưa quên được ngày đó, khi anh ấy nói với tôi rằng chúng ta không thể tiếp tục. Tôi vẫn nhớ cách anh ấy nhìn vào mắt tôi, như thể đang nói rằng tôi không đủ tốt để khiến anh ấy giữ lại. Tôi ngồi ở quán cà phê, uống ly trà nóng mà không cảm thấy ấm áp, chỉ thấy lạnh trong lòng. Tôi chỉ muốn biết tại sao, nhưng có lẽ tôi không bao giờ biết được đáp án.",Sadness
136,"Ngày hôm nay mình vô tình phải ngồi cùng bàn với một anh chàng cứ liên tục mút tăm, mà tăm anh ta lại có mùi như... đã để lâu trong túi. Mình cố nhịn, nhưng không hiểu sao cứ thấy cái mùi đó lan ra, khiến mình muốn chạy ra ngoài ngay. Mình chỉ biết lầm lũm ăn trưa, mà lòng thì cứ nhức nhối.",Disgust
137,"Ngày hôm nay, tôi thấy một người bạn cũ của mình chia sẻ hình ảnh mà tôi đã từng gửi cho anh cách đây vài năm, nhưng không hề hỏi ý kiến tôi. Tôi cảm thấy mình bị coi nhẹ, như một thứ không quan trọng. Tôi không nói gì, chỉ lặng lẽ xóa hình đó khỏi trang cá nhân của mình, nhưng lòng vẫn đầy sự bức xúc.",Anger
138,"Mấy ngày nay mưa tầm tã, gió thổi rát da thịt, cứ như trời muốn khóc theo tôi. Mùa thu năm nay thật đặc biệt, mưa không ngớt, nước đọng thành ao trên mái nhà, cả phố đều ngập tràn mùi ẩm mốc. Tôi ngồi trong phòng, nghe mưa rơi ngoài cửa, lòng chẳng còn cảm giác ấm áp như trước. Những cơn mưa ấy khiến tôi nhớ đến anh, người đã rời đi cùng mùa hè năm ngoái. Giờ đây, mỗi trận mưa đều nhắc tôi nhớ về những ngày tháng đã qua, và tôi chỉ biết ôm lấy chiếc chăn cũ, rũ rượi như tâm hồn mình.",Sadness
139,"Chiều nay đi học về, thấy Hằng ngồi bên ngoài cửa lớp, tay cầm cái túi to. Mình tưởng cô ấy mua đồ ăn, nhưng mở ra thì toàn sách vở, cả mấy quyển truyện mà mình từng hỏi. Mình trợn mắt, tưởng mình nghe nhầm. Hẵng cười toe to, nói “Tớ biết cậu thích đọc, nên mua luôn cho cậu rồi”. Mình ngây người, không biết nói gì. Sáng nay còn tưởng mình mơ, nhưng giờ mới hiểu, có lẽ mình là người được bạn quan tâm nhiều hơn mình nghĩ.",Enjoyment
140,"Sáng nay boss gọi tôi đi làm thêm, nói là không cần nữa. Tôi ngồi im lặng, tay run run đóng máy, lòng nặng như đá. Không biết có phải mình quá yếu đuối hay chỉ là mình không xứng đáng.",Sadness
141,"Hôm nay, tôi đã hoàn thành dự án cuối cùng trong thời gian thực tập tại công ty. Tôi đã dành nhiều tháng để nghiên cứu và phát triển ý tưởng, và cảm giác tự tin khi nhìn thấy nó trở thành hiện thực thật tuyệt vời. Tôi cảm thấy rất hài lòng khi thấy đồng nghiệp và giám đốc đánh giá cao công việc của tôi.",Enjoyment
142,"Chiều nay đi làm về, tôi thấy cái ghế trống giữa phòng, tưởng nó bị ai ngồi nhầm, hóa ra là mình ngồi nhầm ghế của anh ấy. Không biết sao mà buồn, cứ thấy lòng trống trơn như cái ghế trống kia.",Sadness
143,"Sáng nay mẹ gọi điện nói bà bị chóng mặt dữ dội, tay run, tôi lo lắng không biết có phải dấu hiệu của cái gì nghiêm trọng. Tôi cố an ủi mẹ nhưng lòng vẫn tràn đầy nỗi sợ rằng mọi chuyện sẽ xấu hơn.",Fear
144,"Sáng nay đi học gặp bạn cũ ở cổng trường, hai đứa cười nói ríu rít như xưa. Cảm giác được ôm lại, nghe bạn kể chuyện cuộc sống gần đây thật ấm áp và ngọt ngào. Mình không ngờ tình bạn của chúng ta vẫn còn nguyên vẹn đến thế.",Enjoyment
145,"Sáng nay tôi đi khám sức khỏe, bác sĩ kiểm tra rồi mỉm cười nói tôi khỏe mạnh hơn trước rất nhiều. Tôi cười vui, cảm thấy nhẹ lòng và tự hào vì đã chăm sóc bản thân thật tốt.",Enjoyment
146,"Ngày hôm nay thật đáng nhớ khi tôi vô tình bắt được con mèo nhà mình đang ""bắt cóc"" trong vườn. Nó cắn chặt vào chân một chú chim nhỏ, rồi vẫy đuôi điệu nghệ như một anh hùng. Tôi cố gắng không kêu lên, nhưng không giấu được tiếng cười khúc khích. Cuối cùng, tôi phải ""cứu"" chú chim ấy, và con mèo cũng chỉ biết gãi đầu nghe ngóng. Một ngày vui bất ngờ, thật tuyệt!",Enjoyment
147,"Tôi vẫn còn nhớ ngày hôm qua, khi chúng tôi quyết định chia tay sau bao năm gắn bó. Tôi đã cố gắng quên đi những khoảnh khắc khó chịu, những cuộc tranh cãi vô nghĩa, nhưng cuối cùng cũng không thể làm được. Tôi đã phải thừa nhận rằng, quan hệ của chúng tôi đã trở nên mờ nhạt, thiếu sâu sắc như trước.

Chúng tôi đã cùng nhau trải qua biết bao nhiêu khó khăn, cùng nhau chiến đấu với những thử thách trong cuộc sống. Nhưng ngày nay, khi nhìn lại, tôi cảm thấy rằng chúng tôi đã đánh mất liên kết của mình. Tôi không thể nào hiểu được tại sao mọi thứ đã trở nên như vậy. Có lẽ chúng tôi đã trở nên quá quen thuộc với nhau, nên đã mất đi sự tôn trọng và sự quan tâm dành cho nhau.

Tôi nhớ ngày hôm qua, khi chúng tôi nói chuyện cuối cùng. Tôi đã cố gắng để giữ chân em, để không phải xa em nữa, nhưng em đã quyết định rằng, điều đó không còn phù hợp. Tôi cảm thấy như một phần của mình đã bị cắt đứt. Tôi không biết phải đối mặt với tương lai như thế nào mà không có em bên cạnh.

Tôi vẫn còn nhớ những lời nói cuối cùng của em, những lời nói đơn giản, nhưng sâu sắc đến mức khiến tôi cảm thấy đau đớm. Tôi biết rằng, em cũng không muốn xa tôi, nhưng em đã phải làm như vậy vì những lý do mà chỉ em biết. Tôi chỉ biết rằng, tôi đang phải đối mặt với một sự thật rất khó chịu, đó là, mối quan hệ của chúng tôi đã kết thúc.",Sadness
148,"Tôi vừa gặp được một điều bất ngờ khiến tôi sốt ruột đến tận chân tay! Tôi và Hân đã plan meetup với 2 bạn mới quen ở trường đại học hôm nay, dự định chơi game cùng nhau. Thế nhưng, khi chúng ta vừa bước vào quán game thì thấy Hân đang ôm ức, mặt đỏ bừng, vừa nói với một cô gái lạ mặt. Tôi không hiểu gì cả, không thể tin được rằng cô ấy có thể nói chuyện với một người mà mình còn chưa biết rõ mặt.

Tôi ngồi xuống ngay lập tức, cảm thấy mọi thứ trở nên bí ẩn và khó hiểu. Hân nhìn tôi với biểu hiện rất lạ, sau đó nhanh chóng giải thích rằng cô ấy chỉ đang trò chuyện với một người bạn cũ trong lớp. Tôi vẫn không thể hiểu vì sao cô ấy lại ôm ức đến vậy, và vì sao cô ấy không nói cho tôi biết sớm hơn. Tất cả đều khiến tôi cảm thấy rất ngạc nhiên và không hiểu được hành động của Hân.",Surprise
149,"Ngày hôm nay thật là tệ, tôi cứ lo lắng không thôi. Bố mẹ bảo sáng mai sẽ đi chơi xa, nhưng tôi chẳng biết sao lại thấy lòng trào dâng một thứ gì đó khó chịu. Tôi cố gắng không để lộ, nhưng trong đầu toàn nghĩ đến cái lúc họ rời nhà, tôi sẽ chẳng ai để ý đến mình nữa. Mình luôn tự nhủ sẽ không khóc, nhưng tim đập thình thịch, tay run rẩy khi nghĩ đến cái khoảnh khắc đó. Không hiểu sao tôi lại sợ như vậy, nhưng nó cứ âm ỉ trong lòng, khiến tôi không yên.",Sadness
150,"Chiều nay đi chơi với bạn thì đúng là tuyệt cú mèo! Mình và nó đi ăn bánh xèo ở quán mới, vừa nghe nó kể chuyện vui về công sở vừa nhâm nhi miếng bánh xèo giòn tan, ai cũng cười ngặt ngẽo. Thật ra mình chỉ muốn tìm cái cớ để ăn bánh mà không bị mẹ trách, nhưng không ngờ lại gặp được bạn thân đang lướt Facebook. Nhìn thấy ảnh mình trong album ""những bức ảnh đẹp nhất năm"", mình tưởng mình đã mất tích rồi, nhưng hóa ra nó chụp lúc mình đang ngủ gục trên ghế sofa. Tự hào quá, ai bảo mình không có lúc nào không ""đẹp"" cả.",Enjoyment
151,"Hôm nay, tôi gặp một chuyện thật khó hiểu. Một người bạn thân từ lâu đã xưng hô với tôi bằng những lời lẽ cực kỳ thiếu tôn trọng, thậm chí còn bàn tán về những điều vô cùng hạ thấp nhân phẩm. Tôi không hiểu vì sao người ta có thể để tâm đến những điều vô giá trị như vậy. Việc họ nói những điều đó không chỉ làm tổn thương tôi mà còn khiến tôi cảm thấy buồn nôn, bởi nó như một thứ chất lỏng ô uế văng vào tâm hồn tôi. Tôi đã im lặng, nhưng lòng tôi đầy khinh bỉ. Đôi khi, tôi tự hỏi liệu có ai thực sự trân trọng sự trong sạch của con người hay không.",Disgust
152,"Tôi vẫn chưa thể quên được cái ngày hôm nay. Tôi vừa ra khỏi phòng thi cuối cùng, nhưng tâm trạng thì không thể nói là nhẹ nhõm. Đó là do cô giáo chủ nhiệm của lớp tôi, cô Minh, lại phát ngôn một cách thiếu tế nhị về phần thưởng cho học sinh đạt kết quả tốt. Cô ấy nói rằng những em đạt điểm cao sẽ được nhận ""giấy khen và một hộp bánh quy ngon"". Tôi không thể tin được tai tiếng của cô ấy. Bánh quy ngon? Cái đó có gì đặc biệt để cô ấy phải quảng cáo như vậy? Chưa kể, cô ấy còn không biết cách sử dụng ngôn ngữ phù hợp khi nói chuyện với học sinh. Tôi không biết cô ấy có bao giờ suy nghĩ về tác động của lời nói của mình hay không. Tâm trí tôi lúc này đang đầy bất bình trước thái độ thiếu chuyên nghiệp của cô Minh.",Disgust
153,"Tôi vừa xem lại trang mạng xã hội của bạn bè cũ, thấy mọi người đều có cuộc sống hạnh phúc bên cạnh những người mình yêu quý. Họ chia sẻ những khoảnh khắc ấm áp, những món quà tặng ý nghĩa... Tất cả khiến tôi cảm thấy mình lạc lõng, cô đơn trong đám đông. Tôi cố gắng lôi kéo họ quay lại, nhưng không ai để ý đến tôi. Tôi bắt đầu tự hỏi liệu tôi đã thực sự quan trọng với mọi người hay chưa. Tôi nhìn quanh phòng, thấy mẹ đang làm việc trên máy tính, không để ý đến tôi. Tôi cảm thấy tủi thân, biết bao lần tôi đã thử tìm kiếm sự công nhận nhưng mãi không tìm được.",Sadness
154,"Tôi vẫn còn nhớ rõ ràng bài đăng của anh ấy vào ngày hôm qua. Cô bạn gái đã chia tay anh sau hơn hai năm yêu đương, và anh đã viết một bài đăng dài và chân thành để thể hiện tình cảm của mình. Tôi đã xem và cảm thấy rất buồn. Tại sao cô lại không thể giữ cho anh một chút hy vọng? Tôi biết anh yêu cô thật lòng và đã sẵn sàng để vượt qua mọi khó khăn để được bên cạnh cô.

Tôi đã nhìn vào danh sách các bạn bè của anh trên Facebook và thấy rằng hầu hết đều đã chúc mừng cho anh trong một thời gian ngắn. Nhưng khi tôi đọc lại những bình luận của họ, tôi nhận thấy có vẻ như chỉ là những lời nhạt nhẽ và không có ý nghĩa thực sự. Không ai có thể hiểu được nỗi đau và sự cô đơn của anh trong lúc này.

Tôi đã ngồi một lúc dài, nghĩ về cuộc sống của anh và cảm thấy rất tủi thân. Tôi tự hỏi tại sao cuộc sống luôn phải như thế này. Tại sao chúng ta không thể giữ được cho nhau những gì quý giá nhất?

Tôi vẫn chưa hiểu tại sao cô lại chọn cách chia tay như vậy. Có phải vì cô sợ hãi về tương lai hoặc đã tìm được một người khác? Tôi không thể biết được và cũng không muốn biết. Tôi chỉ biết rằng tôi không thể giúp anh trong lúc này.

Tôi đã đóng cửa sổ trình duyệt và rời khỏi trang web, cảm thấy rất cô đơn và tủi thân. Tôi chỉ có thể hy vọng rằng anh sẽ sớm tìm được sự an ủi và vượt qua được khó khăn này.",Sadness
