id,split
qwen-Disgust-0234,validation
qwen-Disgust-0235,test
qwen-Disgust-0236,train
qwen-Disgust-0237,train
qwen-Disgust-0238,train
qwen-Disgust-0239,train
qwen-Disgust-0240,train
qwen-Disgust-0241,train
qwen-Disgust-0242,train
qwen-Disgust-0243,test
qwen-Disgust-0244,train
qwen-Disgust-0245,validation
qwen-Disgust-0246,train
qwen-Disgust-0247,train
qwen-Disgust-0248,train
qwen-Disgust-0249,validation
qwen-Disgust-0250,train
qwen-Disgust-0251,validation
qwen-Disgust-0252,train
qwen-Disgust-0253,train
qwen-Disgust-0254,train
qwen-Disgust-0255,train
qwen-Disgust-0256,train
qwen-Disgust-0257,test
qwen-Disgust-0258,train
qwen-Disgust-0259,test
qwen-Disgust-0260,train
qwen-Disgust-0261,train
qwen-Disgust-0262,train
qwen-Disgust-0263,train
qwen-Disgust-0264,train
qwen-Disgust-0265,train
qwen-Disgust-0266,validation
qwen-Disgust-0267,test
qwen-Disgust-0270,test
qwen-Disgust-0271,test
qwen-Disgust-0272,test
qwen-Disgust-0273,train
qwen-Disgust-0274,train
qwen-Disgust-0275,train
qwen-Disgust-0276,train
qwen-Disgust-0277,validation
qwen-Disgust-0278,train
qwen-Disgust-0279,validation
qwen-Disgust-0280,train
qwen-Disgust-0281,train
qwen-Disgust-0282,train
qwen-Disgust-0283,train
qwen-Disgust-0284,train
qwen-Disgust-0285,train
qwen-Disgust-0286,train
qwen-Disgust-0287,train
qwen-Disgust-0288,train
qwen-Disgust-0289,train
qwen-Disgust-0290,train
qwen-Disgust-0291,train
qwen-Disgust-0292,train
qwen-Disgust-0293,train
qwen-Disgust-0294,test
qwen-Disgust-0295,train
qwen-Disgust-0296,train
qwen-Disgust-0297,train
qwen-Disgust-0298,train
qwen-Disgust-0299,test
qwen-Disgust-0300,validation
qwen-Disgust-0301,train
qwen-Disgust-0302,train
qwen-Disgust-0303,train
qwen-Disgust-0304,validation
qwen-Disgust-0305,train
qwen-Disgust-0306,train
qwen-Disgust-0307,train
qwen-Disgust-0308,validation
qwen-Disgust-0309,train
qwen-Disgust-0310,train
qwen-Disgust-0311,validation
qwen-Disgust-0312,train
qwen-Disgust-0313,train
qwen-Disgust-0314,train
qwen-Disgust-0315,train
qwen-Disgust-0316,train
qwen-Disgust-0317,validation
qwen-Disgust-0318,train
qwen-Disgust-0319,train
qwen-Disgust-0321,validation
qwen-Disgust-0322,validation
qwen-Disgust-0323,train
qwen-Disgust-0324,validation
qwen-Disgust-0325,train
qwen-Disgust-0326,train
qwen-Disgust-0327,validation
qwen-Disgust-0328,train
qwen-Disgust-0329,train
qwen-Disgust-0330,train
qwen-Disgust-0331,train
qwen-Disgust-0332,validation
qwen-Disgust-0333,train
qwen-Disgust-0334,test
qwen-Disgust-0335,train
qwen-Disgust-0336,train
qwen-Disgust-0337,train
qwen-Disgust-0338,train
qwen-Disgust-0339,test
qwen-Disgust-0340,validation
qwen-Disgust-0341,validation
qwen-Disgust-0342,test
qwen-Disgust-0343,train
qwen-Disgust-0344,train
qwen-Disgust-0345,train
qwen-Disgust-0346,train
qwen-Disgust-0347,train
qwen-Disgust-0348,train
qwen-Disgust-0349,validation
qwen-Disgust-0350,train
qwen-Disgust-0351,train
qwen-Disgust-0352,train
qwen-Disgust-0353,train
qwen-Disgust-0354,train
qwen-Disgust-0355,test
qwen-Disgust-0356,train
qwen-Disgust-0357,validation
qwen-Disgust-0358,train
qwen-Disgust-0359,test
qwen-Disgust-0360,validation
qwen-Disgust-0361,train
qwen-Disgust-0362,train
qwen-Disgust-0363,train
qwen-Disgust-0364,train
qwen-Disgust-0365,train
qwen-Disgust-0366,train
qwen-Disgust-0367,train
qwen-Disgust-0368,test
qwen-Disgust-0369,train
qwen-Disgust-0370,train
qwen-Disgust-0372,train
qwen-Disgust-0373,train
qwen-Disgust-0374,validation
qwen-Disgust-0375,train
qwen-Disgust-0376,test
qwen-Disgust-0377,train
qwen-Disgust-0378,validation
qwen-Disgust-0379,train
qwen-Disgust-0380,validation
qwen-Disgust-0382,validation
qwen-Disgust-0383,train
qwen-Disgust-0384,test
qwen-Disgust-0385,validation
qwen-Disgust-0387,test
qwen-Disgust-0388,train
qwen-Disgust-0389,train
qwen-Disgust-0391,train
qwen-Disgust-0392,train
qwen-Disgust-0393,train
qwen-Disgust-0394,train
qwen-Disgust-0395,test
qwen-Disgust-0396,train
qwen-Disgust-0397,train
qwen-Disgust-0398,train
qwen-Disgust-0399,train
qwen-Surprise-0000,train
qwen-Surprise-0001,train
qwen-Surprise-0002,test
qwen-Surprise-0003,train
qwen-Surprise-0004,train
qwen-Surprise-0005,train
qwen-Surprise-0006,train
qwen-Surprise-0007,train
qwen-Surprise-0008,test
qwen-Surprise-0009,train
qwen-Surprise-0010,train
qwen-Surprise-0012,test
qwen-Surprise-0013,validation
qwen-Surprise-0014,test
qwen-Surprise-0015,train
qwen-Surprise-0016,validation
qwen-Surprise-0018,train
qwen-Surprise-0019,train
qwen-Surprise-0020,train
qwen-Surprise-0021,train
qwen-Surprise-0022,train
qwen-Surprise-0023,train
qwen-Surprise-0024,test
qwen-Surprise-0025,train
qwen-Surprise-0026,train
qwen-Surprise-0027,train
qwen-Surprise-0028,validation
qwen-Surprise-0029,validation
qwen-Surprise-0030,train
qwen-Surprise-0031,train
qwen-Surprise-0033,train
qwen-Surprise-0034,train
qwen-Surprise-0035,train
qwen-Surprise-0036,train
qwen-Surprise-0037,train
qwen-Surprise-0038,train
qwen-Surprise-0039,validation
qwen-Surprise-0040,test
qwen-Surprise-0041,validation
qwen-Surprise-0042,train
qwen-Surprise-0043,train
qwen-Surprise-0044,train
qwen-Surprise-0045,train
qwen-Surprise-0046,train
qwen-Surprise-0047,test
qwen-Surprise-0048,test
qwen-Surprise-0049,train
qwen-Surprise-0050,validation
qwen-Surprise-0051,train
qwen-Surprise-0052,test
qwen-Surprise-0053,validation
qwen-Surprise-0054,test
qwen-Surprise-0055,train
qwen-Surprise-0056,test
qwen-Surprise-0057,train
qwen-Surprise-0058,train
qwen-Surprise-0059,test
qwen-Surprise-0060,train
qwen-Surprise-0061,train
qwen-Surprise-0062,train
qwen-Surprise-0063,train
qwen-Surprise-0066,train
qwen-Surprise-0067,test
qwen-Surprise-0068,train
qwen-Surprise-0069,train
qwen-Surprise-0070,train
qwen-Surprise-0071,train
qwen-Surprise-0072,test
qwen-Surprise-0073,train
qwen-Surprise-0074,train
qwen-Surprise-0075,test
qwen-Surprise-0076,train
qwen-Surprise-0077,validation
qwen-Surprise-0079,train
qwen-Surprise-0081,validation
qwen-Surprise-0083,train
qwen-Surprise-0084,validation
qwen-Surprise-0085,validation
qwen-Surprise-0086,validation
qwen-Surprise-0087,train
qwen-Surprise-0089,train
qwen-Surprise-0090,train
qwen-Surprise-0091,test
qwen-Surprise-0092,train
qwen-Surprise-0093,train
qwen-Surprise-0094,train
qwen-Surprise-0095,train
qwen-Surprise-0096,validation
qwen-Surprise-0097,train
qwen-Surprise-0098,validation
qwen-Surprise-0099,test
qwen-Surprise-0100,validation
qwen-Surprise-0101,train
qwen-Surprise-0102,train
qwen-Surprise-0103,train
qwen-Surprise-0104,test
qwen-Surprise-0105,train
qwen-Surprise-0106,train
qwen-Surprise-0107,train
qwen-Surprise-0109,train
qwen-Surprise-0110,train
qwen-Surprise-0111,test
qwen-Surprise-0112,train
qwen-Surprise-0114,train
qwen-Surprise-0115,validation
qwen-Surprise-0116,train
qwen-Surprise-0117,train
qwen-Surprise-0118,train
qwen-Surprise-0119,train
qwen-Surprise-0120,train
qwen-Surprise-0121,validation
qwen-Surprise-0122,validation
qwen-Surprise-0123,train
qwen-Surprise-0124,test
qwen-Surprise-0125,train
qwen-Surprise-0126,train
qwen-Surprise-0127,train
qwen-Surprise-0128,train
qwen-Surprise-0129,train
qwen-Surprise-0130,train
qwen-Surprise-0131,test
qwen-Surprise-0132,train
qwen-Surprise-0133,train
qwen-Surprise-0134,train
qwen-Surprise-0135,train
qwen-Surprise-0136,train
qwen-Surprise-0137,validation
qwen-Surprise-0138,test
qwen-Surprise-0139,train
qwen-Surprise-0140,train
qwen-Surprise-0141,train
qwen-Surprise-0142,train
qwen-Surprise-0143,validation
qwen-Surprise-0144,train
qwen-Surprise-0145,train
qwen-Surprise-0146,train
qwen-Surprise-0148,validation
qwen-Surprise-0149,train
qwen-Surprise-0150,train
qwen-Surprise-0151,train
qwen-Surprise-0152,train
qwen-Surprise-0153,test
qwen-Surprise-0154,train
qwen-Surprise-0155,train
qwen-Surprise-0156,train
qwen-Surprise-0157,train
qwen-Surprise-0158,validation
qwen-Surprise-0159,train
qwen-Surprise-0160,validation
qwen-Surprise-0161,train
qwen-Surprise-0163,test
qwen-Surprise-0164,train
qwen-Surprise-0165,test
qwen-Surprise-0166,train
qwen-Surprise-0168,test
qwen-Surprise-0169,test
qwen-Surprise-0170,validation
qwen-Surprise-0171,train
qwen-Surprise-0172,train
qwen-Surprise-0173,train
qwen-Surprise-0174,train
qwen-Surprise-0175,train
qwen-Surprise-0176,train
qwen-Surprise-0177,train
qwen-Surprise-0178,train
qwen-Surprise-0179,train
qwen-Surprise-0180,validation
qwen-Surprise-0181,train
qwen-Surprise-0182,train
qwen-Surprise-0184,train
qwen-Surprise-0185,train
qwen-Surprise-0186,train
qwen-Surprise-0187,train
qwen-Surprise-0188,train
qwen-Surprise-0189,train
qwen-Surprise-0190,train
qwen-Surprise-0191,train
qwen-Surprise-0192,train
qwen-Surprise-0193,validation
qwen-Surprise-0194,train
qwen-Surprise-0195,train
qwen-Surprise-0196,train
qwen-Surprise-0198,train
qwen-Surprise-0199,train
qwen-Other-0000,train
qwen-Other-0002,validation
qwen-Other-0004,train
qwen-Other-0005,train
qwen-Other-0006,validation
qwen-Other-0007,train
qwen-Other-0008,train
qwen-Other-0009,train
qwen-Other-0011,train
qwen-Other-0013,train
qwen-Other-0014,test
qwen-Other-0015,test
qwen-Other-0017,train
qwen-Other-0018,train
qwen-Other-0019,validation
qwen-Other-0020,train
qwen-Other-0021,train
qwen-Other-0025,train
qwen-Other-0026,train
qwen-Other-0028,train
qwen-Other-0029,train
qwen-Other-0030,train
qwen-Other-0031,train
qwen-Other-0032,test
qwen-Other-0033,train
qwen-Other-0034,train
qwen-Other-0035,validation
qwen-Other-0036,train
qwen-Other-0037,train
qwen-Other-0039,train
qwen-Other-0040,train
qwen-Other-0042,validation
qwen-Other-0043,train
qwen-Other-0045,train
qwen-Other-0046,train
qwen-Other-0047,validation
qwen-Other-0048,train
qwen-Other-0049,validation
qwen-Other-0051,train
qwen-Other-0052,test
qwen-Other-0053,train
qwen-Other-0054,train
qwen-Other-0055,train
qwen-Other-0056,train
qwen-Other-0057,train
qwen-Other-0059,train
qwen-Other-0060,train
qwen-Other-0061,train
qwen-Other-0063,train
qwen-Other-0064,train
qwen-Other-0067,test
qwen-Other-0068,train
qwen-Other-0070,train
qwen-Other-0071,train
qwen-Other-0072,train
qwen-Other-0074,train
qwen-Other-0075,validation
qwen-Other-0076,train
qwen-Other-0077,train
qwen-Other-0078,train
qwen-Other-0079,test
qwen-Other-0080,validation
qwen-Other-0081,train
qwen-Other-0082,test
qwen-Other-0083,train
qwen-Other-0084,train
qwen-Other-0085,train
qwen-Other-0087,train
qwen-Other-0088,train
qwen-Other-0089,train
qwen-Other-0090,train
qwen-Other-0091,train
qwen-Other-0093,train
qwen-Other-0094,train
qwen-Other-0095,train
qwen-Other-0096,train
qwen-Other-0097,train
qwen-Other-0099,test
qwen-Other-0101,test
qwen-Other-0102,train
qwen-Other-0103,validation
qwen-Other-0104,train
qwen-Other-0105,train
qwen-Other-0106,train
qwen-Other-0107,test
qwen-Other-0109,train
qwen-Other-0111,train
qwen-Other-0112,train
qwen-Other-0113,train
qwen-Other-0114,train
qwen-Other-0115,validation
qwen-Other-0116,test
qwen-Other-0117,train
qwen-Other-0118,train
qwen-Other-0119,train
qwen-Other-0120,test
qwen-Other-0121,train
qwen-Other-0122,test
qwen-Other-0123,train
qwen-Other-0125,test
qwen-Other-0127,train
qwen-Other-0129,validation
qwen-Other-0130,validation
qwen-Other-0131,test
qwen-Other-0132,train
qwen-Other-0133,train
qwen-Other-0134,train
qwen-Other-0135,train
qwen-Other-0136,train
qwen-Other-0137,train
qwen-Other-0138,test
qwen-Other-0140,train
qwen-Other-0141,train
qwen-Other-0142,test
qwen-Other-0143,validation
qwen-Other-0144,validation
qwen-Other-0146,train
qwen-Other-0147,train
qwen-Other-0148,validation
qwen-Other-0149,train
qwen-Other-0150,train
qwen-Other-0151,train
qwen-Other-0152,validation
qwen-Other-0153,train
qwen-Other-0154,train
qwen-Other-0155,train
qwen-Other-0156,validation
qwen-Other-0157,train
qwen-Other-0158,test
qwen-Other-0159,train
qwen-Other-0160,validation
qwen-Other-0161,validation
qwen-Other-0162,train
qwen-Other-0163,train
qwen-Other-0164,validation
qwen-Other-0165,train
qwen-Other-0166,test
qwen-Other-0167,train
qwen-Other-0168,train
qwen-Other-0169,train
qwen-Other-0170,train
qwen-Other-0171,test
qwen-Other-0172,validation
qwen-Other-0173,train
qwen-Other-0176,train
qwen-Other-0177,train
qwen-Other-0178,test
qwen-Other-0179,train
qwen-Other-0181,train
qwen-Other-0182,validation
qwen-Other-0183,test
qwen-Other-0185,test
qwen-Other-0186,validation
qwen-Other-0187,train
qwen-Other-0188,train
qwen-Other-0189,train
qwen-Other-0190,train
qwen-Other-0191,test
qwen-Other-0192,train
qwen-Other-0193,test
qwen-Other-0195,train
qwen-Other-0196,train
qwen-Other-0197,train
qwen-Other-0198,validation
qwen-Other-0199,train
