id,text,label,label_source,model,model_id,template_id,van_phong,do_dai,ngu_canh
llama-Surprise-0116,"Tôi vừa nhận được thông báo kết quả thi đại học, và tôi hoàn toàn ngạc nhiên khi thấy tên mình đứng thứ hai trong danh sách thí sinh đỗ vào trường đại học yêu thích của mình. Tôi chưa bao giờ hy vọng vào việc này, và ngay bây giờ tôi vẫn chưa thể tin rằng mình đã thực sự được nhận vào trường đó. Tôi nhớ lại những tháng tháng đèn sách, những đêm nằm mơ, và cả những lần tôi đã cảm thấy thất vọng sau mỗi lần thi cử, tất cả đều trở nên vô nghĩa khi mà tôi đang đứng trước một cơ hội tuyệt vời như thế này.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","ngắn (2-3 câu, khoảng 30-60 chữ)","học tập, thi cử"
llama-Surprise-0117,"Tôi vừa nhận được tin tức thật kinh ngạc từ mẹ. Bố đã quyết định làm lại nhà cho chúng tôi! Tôi vẫn còn ngồi đó, không thể tin vào tai mình. Tôi đã từng nghe bố nói về việc muốn xây thêm một phòng khách, nhưng không bao giờ nghĩ rằng anh ta sẽ làm lại toàn bộ ngôi nhà của chúng tôi. Mẹ bảo rằng bố đã tiết kiệm được một khoản tiền lớn sau khi bán nhà cũ và cuối cùng cũng có thể thực hiện được ước mơ này. Tôi vẫn nhớ những ngày tháng ở trong nhà cũ, với những căn phòng nhỏ hẹp và không gian sống quá chật chội. Tôi không thể chờ đợi để thấy nơi nào sẽ trở thành ngôi nhà mới của chúng tôi. Tôi đã hỏi mẹ liệu có thể được tham gia vào quy trình thiết kế và lựa chọn vật liệu xây dựng, nhưng cô ấy chỉ cười và bảo rằng tôi nên chờ bố về rồi mới biết chuyện. Tối nay, tôi sẽ nằm trong giường và mải nghĩ về những gì sắp xảy ra. Tôi cảm thấy thật tuyệt khi bố quyết định làm lại nhà cho chúng tôi.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","dài (7-10 câu, khoảng 110-180 chữ)",gia đình
llama-Surprise-0118,"Tôi vẫn nhớ như in ngày hôm qua, khi tôi bất ngờ nhận được điện thoại từ bạn trai của mình. Chúng tôi đã hẹn nhau sau nhiều tuần không gặp nhau, và tôi nghĩ rằng anh chỉ muốn nói chuyện thông thường. Nhưng khi nghe thấy giọng anh trong điện thoại, tôi cảm thấy một cái gì đó bất ngờ đang xảy ra. Anh bảo rằng anh đã suy nghĩ về tương lai chúng ta và muốn biết ý kiến của tôi về việc chúng ta có nên chuyển sang mối quan hệ lâu dài hay không. Tôi vẫn ngồi im, cố gắng hiểu rõ điều anh đang nói, nhưng não của tôi lại rối loạn đến độ tôi không thể nói được gì ngoài những câu ngắn gọn. Tôi vẫn chưa thể tin được điều mà anh vừa nói.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện tình cảm
llama-Surprise-0119,"Tôi vừa gặp anh ấy ngoài trường! Mình vẫn chưa quên được lần trước khi chúng ta chạm mặt nhau là gì, giờ đây anh ấy lại xuất hiện trước mắt mình như thế. Ngay lập tức, tôi bị làm cho ngạc nhiên bởi sự bất ngờ này. Tôi nhìn thấy anh ấy đứng đó, gượng gương một nụ cười, và tôi cảm thấy tim mình đập nhanh hơn. Chẳng bao lâu sau, chúng ta bắt đầu trò chuyện và tôi vẫn không thể tin nổi mình đang nói chuyện với anh ấy vậy.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","ngắn (2-3 câu, khoảng 30-60 chữ)",chuyện tình cảm
llama-Surprise-0121,"Tôi vừa nhận được tin rằng bố tôi sẽ nhận được khoản tiền thưởng từ công ty mà anh ấy làm việc! Tôi vẫn còn ngơ ngác vì anh ấy luôn nói rằng họ chưa có kế hoạch thưởng lương cho nhân viên nào. Tôi không thể tin được, nhưng chắc chắn là điều tuyệt vời! Bố sẽ rất hạnh phúc khi biết tin này, tôi sẽ đưa tin cho mẹ anh ấy ngay khi về nhà.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","ngắn (2-3 câu, khoảng 30-60 chữ)","tài chính, chi tiêu"
llama-Surprise-0123,"Tôi vẫn chưa thể tin được điều đó. Hôm nay, trong buổi họp cuối tuần với nhóm thực tập sinh, tôi đã được công ty thông báo về việc sẽ trao cho chúng tôi một dự án quan trọng, không chỉ là một dự án như mọi khi mà còn là cơ hội để chúng tôi thể hiện tài năng và khả năng của mình. Tôi đã luôn cố gắng và nỗ lực để trở thành một thành viên đáng tin cậy của nhóm, nhưng tôi không thể dự đoán được rằng tôi sẽ được chọn để dẫn đầu dự án này. Tôi nhớ lại những ngày đầu tiên khi mới gia nhập công ty, tôi đã gặp rất nhiều khó khăn và thách thức, nhưng tôi đã không bỏ cuộc và tiếp tục cố gắng. Bây giờ, tôi được trao cơ hội để thể hiện bản thân và chứng minh khả năng của mình. Tôi sẽ không làm cho công ty thất vọng, tôi sẽ không làm cho bản thân thất vọng. Tôi sẽ làm tất cả những gì có thể để hoàn thành dự án một cách xuất sắc và đưa công ty đến vị trí hàng đầu. Tôi biết rằng đây là một thử thách lớn, nhưng tôi cũng biết rằng tôi có thể vượt qua nó.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","dài (7-10 câu, khoảng 110-180 chữ)","công việc, thực tập"
llama-Surprise-0124,"Tôi vừa đi siêu thị và thấy một người đàn ông mặc áo phông có chữ ""Tôi là người chiến thắng"" đi mua hàng, sau đó anh ta đã chạm vào tất cả các sản phẩm trên kệ mà không một lần nhìn vào giá niêm yết. Tôi nhìn thấy anh ta đặt một hộp sữa lên bàn và nói với người bán hàng rằng nó có giá 500.000 đồng. Tôi không thể tin vào tai mình, tôi nghĩ có lẽ anh ta đang đùa nhưng anh ta hoàn toàn nghiêm túc. Tôi nhìn thấy người bán hàng lắc đầu và nói với anh ta rằng giá thực tế của sản phẩm là 150.000 đồng. Tôi không thể giữ được niềm tin vào con người, người đàn ông kia vẫn tiếp tục chốt deal như thể anh ta vừa đạt được một thương vụ lớn. Tôi không thể giúp mà bật cười khi thấy anh ta rời khỏi siêu thị, có lẽ anh ta sẽ đi tìm một quán cà phê để tự hào về ""victory"" của mình. Tôi chỉ biết rằng tôi đã chứng kiến một khoảnh khắc thật đặc biệt trong cuộc sống hàng ngày.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","dài (7-10 câu, khoảng 110-180 chữ)",chuyện nhỏ trong ngày
llama-Surprise-0126,"Tôi thức dậy sáng nay chỉ vì nghe thấy tiếng giông tố ở ngoài trời. Bởi vì mùa mưa sắp đến nên tôi đã quen với những âm thanh này, nhưng không ai có thể ngờ rằng nó sẽ đến sớm đến vậy. Tôi nhìn ra ngoài cửa sổ, nhìn thấy những đám mây đen che phủ bầu trời và gió thổi mạnh khiến cây cối run rẩy. Tôi không thể tin được rằng đã đến thời điểm này, thời điểm mà những đám mây đầu tiên của mùa mưa đã bắt đầu xuất hiện. Tôi nhớ lại những ngày nắng nóng oi bức của mùa hè vừa qua, và bây giờ chỉ còn vài tuần nữa là đến mùa mưa. Tôi cảm thấy một chút bất an khi nghĩ về những tác động của mùa mưa đối với cuộc sống hàng ngày của chúng ta. Tôi hy vọng rằng mùa mưa sẽ mang lại những điều tốt đẹp và không gây ra những hậu quả đáng tiếc.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","dài (7-10 câu, khoảng 110-180 chữ)","thời tiết, mùa trong năm"
llama-Surprise-0127,"Tôi vừa nhận được tin tức khiến tôi sững sốt! Hôm nay, tôi đến tiệc gia đình anh họ và bị cuốn vào cuộc trò chuyện với cô gái mới quen của anh. Mọi thứ đều diễn ra rất bình thường cho đến khi cô ấy nhờ tôi giúp đỡ lấy thức uống từ tủ lạnh. Khi tôi mở tủ, tôi ngỡ ngàng thấy cô ấy đã đặt một tấm thiếp nhỏ trên giá, ghi rõ ""Tôi yêu anh em"". Tôi không biết phải nói gì, chỉ có thể nhìn thấy vẻ ngây thơ trên khuôn mặt cô ấy. Tôi không thể tin được điều đó, đặc biệt là khi cô ấy đã thể hiện vẻ mặt rất nghiêm túc khi nói chuyện với anh họ. Tôi không thể kìm nén cười khi nhìn thấy hình ảnh đó.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện tình cảm
llama-Surprise-0128,"Tôi vừa nhận được tin xấu. Đúng vậy, tôi mới đây đã chuyển tiền online để thanh toán hóa đơn cho nhà cung cấp dịch vụ internet của mình. Nhưng khi kiểm tra lại, tôi phát hiện ra rằng mình đã nhập sai số tài khoản, do đó tiền đã bị chuyển vào một tài khoản hoàn toàn khác. Tôi không biết phải nói gì. Chỉ biết là mình vừa nhầm lẫn một cách khủng khiếp. Tất cả số tiền mà tôi vừa kiếm được sau vài tháng làm thêm giờ đều biến mất trong tích tắc. Mình thật là ngớ ngẩn. Mình đã tính toán rất kỹ, nhưng cuối cùng lại mất hết. Bây giờ mình cần phải liên hệ với ngân hàng để yêu cầu hủy giao dịch và chuyển tiền đúng nơi. Điều này thực sự không dễ dàng.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","dài (7-10 câu, khoảng 110-180 chữ)","tài chính, chi tiêu"
llama-Surprise-0129,"Tôi vừa nhận được thông báo từ ngân hàng về việc tôi đã có một khoản tiền lãi vô cùng lớn từ tài khoản tiết kiệm của mình. Tôi không thể tin được, chỉ dựa vào thói quen gửi tiền định kỳ mà tôi không hề biết mình đã tích lũy được số tiền lớn đến vậy. Mình cứ nghĩ mình đang sống theo mức thu nhập cố định, nhưng chẳng mấy chốc mình đã trở thành một người giàu có! Mình không thể chờ đợi đến khi có thể rút tiền và mua những thứ mình đã lâu không thể mua được.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","vừa (4-6 câu, khoảng 60-110 chữ)","tài chính, chi tiêu"
llama-Surprise-0130,"Hôm nay, tôi nhận được tin tức bất ngờ rằng công ty nơi tôi làm việc sẽ phải đóng cửa một tháng để thực hiện quá trình tái cấu trúc. Tôi vẫn chưa thể tin được điều này, dù đã nhiều lần nghe nói về khả năng xảy ra tình trạng này. Tôi nhớ cách đây hai tuần, tôi đã lập kế hoạch chi tiêu cho tháng tới, bao gồm cả việc tiết kiệm tiền cho khoản phí bảo hiểm sức khỏe sắp đến hạn. Bây giờ, tôi cảm thấy như toàn bộ kế hoạch của mình đã trở nên không thể thực hiện được. Tôi đang cố gắng tính toán lại mọi thứ, nhưng nó thật khó khăn khi phải đối mặt với sự thay đổi này.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)","tài chính, chi tiêu"
llama-Surprise-0131,"Hôm nay là ngày cuối tuần, tôi quyết định dành thời gian để giúp mẹ nấu bữa ăn trưa. Tôi vào bếp và bắt đầu chuẩn bị nguyên liệu. Khi đang thái rau muống, tôi bất ngờ phát hiện một chiếc hộp giấy cũ kỹ được mẹ để trong tủ lạnh. Trong hộp giấy đó có một cái ảnh cũ kĩ của bố tôi khi còn nhỏ, cùng với một cái thư tay viết bằng chữ đẹp và đầy xúc động.

Tôi hoàn toàn ngạc nhiên vì không biết mẹ còn giữ lại những vật phẩm này. Tôi nhớ lại những lần được nghe mẹ kể về bố tôi khi còn nhỏ, nhưng tôi không bao giờ nghĩ rằng mẹ vẫn giữ lại những thứ này. Tôi mở hộp giấy ra và xem xét kỹ lưỡng từng chi tiết của ảnh và thư. Điều này khiến tôi cảm thấy như đã khám phá ra một phần bí ẩn của gia đình mình.

Tôi đặt hộp giấy xuống và tiếp tục nấu ăn, nhưng tâm trí tôi vẫn tập trung vào những gì tôi vừa tìm thấy. Tôi muốn hỏi mẹ về hộp giấy và ảnh, nhưng tôi biết không nên làm điều đó lúc này. Tôi sẽ hỏi mẹ về nó sau, khi chúng ta có thời gian riêng.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)",gia đình
llama-Surprise-0132,"Tôi vừa nhận được cuộc gọi từ nhà hàng yêu cầu tôi thay thế đầu bếp vào đêm nay. Tôi chưa từng làm công việc này trước đây, nhưng chủ nhà hàng biết rằng tôi đã học nấu ăn ở trường và có kinh nghiệm với các món ăn đơn giản. Tôi vẫn chưa hoàn toàn tin vào bản thân có thể làm được, nhưng tôi sẽ cố gắng hết sức mình để không làm xấu mặt chủ nhà hàng.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","ngắn (2-3 câu, khoảng 30-60 chữ)",chuyện nhỏ trong ngày
llama-Surprise-0133,"Hôm nay là ngày cuối cùng của kỳ thực tập tại công ty A. Tôi đã chuẩn bị sẵn sàng cho cuộc gặp cuối cùng với giám đốc để nhận đánh giá và nhận xét về quá trình thực tập của mình. Tuy nhiên, khi tôi bước vào phòng họp, tôi được hỏi một câu khiến tôi ngạc nhiên: ""Chúng tôi muốn bạn trở thành một phần lâu dài của công ty và đề nghị bạn một vị trí đầy đủ-time ngay hôm nay."" Tôi vẫn chưa thể tin được vào điều đó và phải dành một vài giây để xử lý thông tin mới này.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","ngắn (2-3 câu, khoảng 30-60 chữ)","công việc, thực tập"
llama-Surprise-0135,"Tôi vừa thức dậy và nhìn ra cửa sổ thấy trời đang bốc hơi nước dày đặc. Điều đó có nghĩa là đã đến mùa mưa! Tôi hoàn toàn quên mất rằng hôm qua tôi không thấy bất kỳ dấu hiệu nào của thời tiết thay đổi, nhưng bây giờ mọi thứ đã rõ ràng. Các mây dày và thấp đang bao phủ bầu trời, tạo nên một bức tranh tuyệt đẹp. Tôi cảm thấy ngạc nhiên và ngỡ ngàng khi nghĩ về tốc độ thay đổi của thời tiết. Tất cả những dự định đi chơi ngoài trời của tôi đều bị ảnh hưởng bởi điều này. Tôi đang suy nghĩ về cách tôi sẽ tận dụng thời gian này để đọc sách và nghỉ ngơi trong nhà.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","vừa (4-6 câu, khoảng 60-110 chữ)","thời tiết, mùa trong năm"
llama-Surprise-0136,"Hôm nay là ngày thi cuối cùng của năm học. Tôi vừa nhận được thông báo từ trường về việc thi cử được tổ chức lại vì một lý do bất ngờ. Bất ngờ thật, tôi vẫn chưa kịp chuẩn bị tinh thần cho kỳ thi này thì nó lại bị hoãn. Tôi đang ngồi tại bàn học, nhìn lên bảng thông báo trên tường, không thể tin được điều đó. Năm nay thi cử là quan trọng nhất của tôi và gia đình. Mẹ tôi đã làm việc chăm chỉ suốt tháng này để chuẩn bị cho tôi và bố cũng đã nghỉ việc sớm để giúp tôi ôn thi. Tôi vẫn còn nhớ những buổi tối khi chúng tôi ngồi ôn bài, bố mẹ luôn nhắc nhở tôi cố gắng và không được bỏ cuộc. Giờ đây, tất cả mọi thứ đã bị đảo lộn. Tôi không biết phải làm gì tiếp theo. Bố mẹ sẽ không hài lòng nếu biết chuyện này. Tôi cần phải nói với họ ngay lập tức.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","dài (7-10 câu, khoảng 110-180 chữ)","học tập, thi cử"
llama-Surprise-0137,"Tôi vừa nhận được kết quả xét nghiệm máu và tôi không thể tin được. Bác sĩ nói tôi bị thiếu máu hồng cầu nghiêm trọng và phải nhập viện ngay lập tức. Tôi vẫn chưa hiểu tại sao lại xảy ra chuyện này, chỉ biết rằng mình đã mệt mỏi và kiệt sức suốt mấy tuần qua, nhưng không nghĩ rằng sẽ đến mức độ như vậy. Mẹ và anh trai đã đưa tôi đến bệnh viện ngay lập tức, và bác sĩ đã bắt đầu làm xét nghiệm và kiểm tra. Tôi còn nhớ khi đi vào phòng khám, mẹ đã hỏi tôi liệu tôi có thể chịu đựng được hay không, nhưng tôi không biết cách trả lời. Đúng là cảm giác thật kinh hoàng khi nghĩ về bản thân mình đang trong tình huống như vậy. Chưa hết, bác sĩ còn nói tôi cần phải được điều trị ngay lập tức và không thể tự ý rời khỏi bệnh viện. Tôi cảm thấy như mình đang mơ màng trong một giấc mơ kinh hoàng.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","dài (7-10 câu, khoảng 110-180 chữ)",sức khỏe
llama-Surprise-0138,"Hôm nay là một ngày thật bất ngờ. Tôi vừa nhận được tin nhắn từ anh trai tôi, nói rằng anh đã gặp lại cô gái xinh đẹp mà chúng ta từng biết khi còn học đại học. Chúng ta đều có ấn tượng rất tốt về cô ấy, nhưng ai cũng biết rằng cô ấy đã kết hôn sớm và không ai có thể ngờ rằng cô ấy lại có thể tìm thấy tình yêu lại sau nhiều năm.

Tôi nhớ lại những câu chuyện mà anh đã kể về cô ấy, bao gồm cả những câu chuyện không thể tin được về cuộc sống của cô ấy sau khi kết hôn. Tôi không thể ngờ rằng cô ấy lại có thể tìm thấy cơ hội để tái khởi đầu. Tôi cảm thấy sự bất ngờ và ngạc nhiên khi biết tin này.

Tôi đặt điện thoại lên bàn và nhìn vào hình ảnh cũ của cô ấy. Tôi nhớ lại những khoảnh khắc mà chúng ta đã cùng nhau tận hưởng trong lớp học và những cuộc trò chuyện sâu sắc về tương lai. Tôi cảm thấy như thời gian đã lặng lẽ trôi qua, và những điều kỳ diệu đã xảy ra trong suốt thời gian qua. Tôi không thể chờ đợi để biết thêm về cuộc sống mới của cô ấy.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)",chuyện tình cảm
llama-Surprise-0139,"Tôi vừa nhận được kết quả xét nghiệm sức khỏe sau khi ăn chay 1 tuần và tôi không thể tin nổi! Tôi đã giảm được 5kg chỉ trong 7 ngày, mà không cần phải kiêng cử hay tập luyện quá nhiều. Tôi cảm thấy thật ngạc nhiên trước mức độ giảm cân này, không biết có phải là do chế độ ăn uống hay vì tôi đã quen với lối sống lành mạnh hơn.

Tôi vẫn tiếp tục theo đuổi chế độ ăn chay vì tôi thấy nó tốt cho sức khỏe và môi trường. Nhưng tôi cũng biết rằng giảm cân quá nhanh có thể không phải là dấu hiệu tốt, nên tôi sẽ cần phải theo dõi và kiểm soát chế độ ăn uống của mình cẩn thận hơn. Tôi đã yêu cầu bác sĩ tư vấn thêm về cách duy trì mức độ giảm cân này một cách ổn định.

Tôi cũng bắt đầu cảm thấy khá tự tin về bản thân khi nhìn thấy những kết quả ấn tượng này. Nhưng tôi biết rằng vẫn còn rất nhiều điều cần phải làm để duy trì và phát triển lối sống lành mạnh này. Tôi sẽ tiếp tục theo dõi và ghi chép lại những thay đổi trong sức khỏe và tinh thần của mình để có thể rút ra được những bài học quý giá.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)",sức khỏe
llama-Surprise-0140,"Tôi vừa nhận được tin tức bất ngờ từ mẹ. Tôi đang ngồi trong phòng, đang tập trung vào việc học, khi mẹ bước vào và nói với tôi rằng cô đã chuẩn bị sẵn sàng giấy tờ cho tôi tham gia cuộc thi Olympic quốc tế dành cho sinh viên sắp diễn ra ở nước ngoài. Tôi hoàn toàn ngạc nhiên, không thể tin được điều đó. Tôi chưa bao giờ dự định hoặc có kế hoạch nào liên quan đến việc tham gia cuộc thi này. Tôi chỉ biết là nó là một cơ hội lớn và khó khăn để đạt được. Tôi phải cân nhắc kỹ lưỡng về quyết định này. Tôi cảm thấy một chút lo lắng và hồi hộp, nhưng cũng rất tự tin vào bản thân. Tôi biết tôi đã nỗ lực học hỏi và chuẩn bị cho mục tiêu của mình. Bây giờ, tôi phải quyết định xem tôi có thể rời khỏi Việt Nam để tham gia cuộc thi hay không. Tôi sẽ phải thảo luận với gia đình và tìm hiểu thêm về thông tin chi tiết. Tôi hy vọng sẽ có thể tận dụng cơ hội này và mang lại niềm tự hào cho gia đình và người thân.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"trang trọng, chỉn chu như viết thư","dài (7-10 câu, khoảng 110-180 chữ)",gia đình
llama-Surprise-0141,"Tôi vừa nhận được thông báo từ mạng xã hội rằng tôi đã đạt được giải thưởng ""Người dùng tích cực nhất tháng"". Tôi không biết làm thế nào nó có thể xảy ra, vì tôi chỉ sửng sốt khi nhìn thấy lượt thích tăng lên mỗi lần mình đăng ảnh tự sướng. Tôi đã check lại tất cả các bài đăng và bình luận của mình, nhưng không thấy điều gì đặc biệt. Có lẽ tôi đã may mắn hoặc là có một đám đông vô tội vạ!",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","ngắn (2-3 câu, khoảng 30-60 chữ)",mạng xã hội
llama-Surprise-0142,"Tôi vừa nhận được tin tức từ trường đại học rằng họ sẽ tổ chức một kỳ thi đặc biệt dành cho sinh viên năm cuối, để lựa chọn ra những học viên xuất sắc nhất có thể nhận được học bổng toàn phần để nghiên cứu tại nước ngoài. Tôi vẫn chưa thể tin được điều này, vì nó hoàn toàn không được công bố trước đó và tôi cũng chưa từng nghe ai đề cập đến việc này. Tôi vẫn nhớ như in khi nghe tin này, tôi cảm thấy ngỡ ngàng như vừa bị đánh thức từ giấc mơ. Tôi đã phải xem lại tin tức nhiều lần để đảm bảo rằng đó không phải là một lỗi đánh máy. Tôi thực sự không thể tin được mình sắp được cơ hội như thế này. Tôi đã bao lâu rồi chưa thấy một cơ hội như vậy. Tôi đã phải suy nghĩ nhanh chóng về lý do tại sao tôi lại phù hợp với chương trình này và những gì tôi cần phải làm để được chọn. Tôi cảm thấy như đang bước vào một hành trình mới đầy phấn khích và hồi hộp.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)","học tập, thi cử"
llama-Surprise-0143,"Tôi vừa nhận được hóa đơn tiền điện cho tháng vừa rồi, và tôi gần như sững sốt khi thấy con số đó. Tôi không thể tin nổi mình đã dùng tới bao nhiêu tiền điện! Có lẽ vì những lần bật máy lạnh vào mùa hè mà thôi. Tôi đang ngồi đây, nhìn lên trần nhà và tự hỏi liệu có ai biết cách tiết kiệm tiền điện hay không?",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"hài hước, tự trào","ngắn (2-3 câu, khoảng 30-60 chữ)","tài chính, chi tiêu"
llama-Surprise-0144,"Hôm nay trời thật bất ngờ! Mình vừa trở về nhà sau khi học xong, thấy nắng đang lên nhưng nghĩ nó vẫn chưa nóng lắm nên vội vàng mặc đồ ngắn tay, sơ sinh màu trắng. Sau đó, tôi nhìn ra ngoài cửa sổ và thấy mọi người đều đeo mũ, mặc áo khoác, chạy theo hướng trường học. Lúc đó, mình mới phát hiện ra báo trên điện thoại, nói rằng có gió giật mạnh, nhiệt độ đột ngột hạ xuống dưới 15 độ. Mình cứ ngỡ ngàng, nghĩ mình đã đi học thế nào rồi. Tâm trạng mình lúc này cũng rối trí, không biết nên đi vào nhà hay ra ngoài cùng mọi người. Cuối cùng, mình quyết định quay về trong nhà, đóng cửa, bật quạt và nhắm mắt, chờ xem thời tiết sẽ diễn biến thế nào tiếp theo.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","dài (7-10 câu, khoảng 110-180 chữ)","thời tiết, mùa trong năm"
llama-Surprise-0145,"Tôi vẫn còn nhớ khi vừa nhận được tin nhắn từ bà ngoại nói về món bánh trung thu đặc sản mà bà vừa gói và gửi đến nhà tôi. Tôi thật sự bất ngờ khi biết rằng bà đã dành thời gian để gói bánh cho tôi. Bà ấy luôn luôn nói rằng tôi không cần món quà gì nhưng giờ tôi mới thấy rõ giá trị của những điều nhỏ bé mà bà ấy làm. Tôi đã phải cố gắng để tự mình không thể nói được những từ nào để thể hiện cảm xúc của mình. Tôi sẽ mang bánh này về nhà và để nó trên bàn ăn, sau đó mới nói với mẹ về món quà mà bà ngoại đã gửi đến.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện nhỏ trong ngày
llama-Surprise-0147,Tôi vừa nhận được kết quả xét nghiệm sức khỏe mới nhất và thật sự ngạc nhiên trước những con số. Tôi chỉ uống một ít rượu vào tối hôm qua và bây giờ bác sĩ nói tôi đã vượt quá giới hạn cho phép về lượng cồn trong máu. Tôi chưa từng biết rằng có thể có chuyện như vậy xảy ra với tôi. Tôi chỉ biết rằng cuộc sống sẽ khó khăn hơn trong thời gian tới.,Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"nghiêm túc, trầm tư","ngắn (2-3 câu, khoảng 30-60 chữ)",sức khỏe
llama-Surprise-0148,"Tôi vừa nhận được kết quả xét nghiệm sức khỏe và không thể tin nổi vào những gì tôi vừa thấy. Tôi đã thực hiện xét nghiệm máu và hóa sinh sau khi cảm thấy không khỏe trong mấy tuần qua. Theo kết quả, tôi bị một loại bệnh lý hiếm gặp nhưng có thể chữa khỏi. Tôi không thể nhớ lần nào tôi từng nghe nói về căn bệnh này, và tôi thật sự ngạc nhiên khi biết mình đã mắc phải nó. Tôi vẫn còn đang ngớ ngẩn trong tư thế ngồi trên ghế, cầm tờ kết quả xét nghiệm trong tay. Tôi phải thừa nhận rằng tôi không thể tưởng tượng được bản thân sẽ mắc phải một căn bệnh như vậy. Tôi đã luôn tự tin vào sức khỏe của mình, và giờ đây tôi phải thay đổi kế hoạch sinh hoạt và tìm kiếm phương pháp điều trị phù hợp. Tôi vẫn còn đang cố gắng hiểu rõ hơn về căn bệnh này và những gì tôi phải làm tiếp theo. Tôi hy vọng mọi thứ sẽ trở nên rõ ràng và minh bạch trong thời gian tới.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)",sức khỏe
llama-Surprise-0149,"Tôi vừa nhận được tin tức bất ngờ từ trưởng nhóm của tôi. Tôi được giao dự án quan trọng và sẽ được làm việc trực tiếp với ông trong thời gian tới. Tôi vẫn còn ngập ngừng vì mình không thể lường trước được điều này. Mình nhớ lúc đầu mình chỉ được giao nhiệm vụ nhỏ, nhưng nay mình đã được thách thức như vậy.",Surprise,generated,llama,meta-llama/Llama-3.1-8B-Instruct,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","ngắn (2-3 câu, khoảng 30-60 chữ)","công việc, thực tập"
